,Extra service,Maximum Room Occupancy,Number of Rooms of Type,Room Name,Room Size,exampleDAPDollar,exampleDAPPercentage,exampleRADDollar,exampleRADPercentage,extraServiceFeesAmount,home,iD,maximumDAP,maximumRAD,rADExceedsThresholdApproved,serviceID,serviceSubType,suburb
7776,N,2,0,B2-B3,30.2 sq metres,0.0,50.0,0.0,50.0,,Waroona Multipurpose Centre,1-E6-1408,0.0,0.0,No,1-EP-3215,Shared room + no bathroom or ensuite,CHARLEVILLE
7777,N,1,0,D6,14.5 sq metres,0.0,50.0,0.0,50.0,,Waroona Multipurpose Centre,1-E6-1408,0.0,0.0,No,1-EP-3215,Single room + ensuite,CHARLEVILLE
7778,N,2,0,B4-B5,32.2 sq metres,0.0,50.0,0.0,50.0,,Waroona Multipurpose Centre,1-E6-1408,0.0,0.0,No,1-EP-3215,Shared room + no bathroom or ensuite,CHARLEVILLE
7779,N,1,0,D7,14.5 sq metres,0.0,50.0,0.0,50.0,,Waroona Multipurpose Centre,1-E6-1408,0.0,0.0,No,1-EP-3215,Single room + ensuite,CHARLEVILLE
7780,N,1,0,B6,15.10 sq metres,0.0,50.0,0.0,50.0,,Waroona Multipurpose Centre,1-E6-1408,0.0,0.0,No,1-EP-3215,Single room + no bathroom or ensuite,CHARLEVILLE
7781,N,1,0,D8,14.5 sq metres,0.0,50.0,0.0,50.0,,Waroona Multipurpose Centre,1-E6-1408,0.0,0.0,No,1-EP-3215,Single room + ensuite,CHARLEVILLE
7782,N,1,0,B7,15.10 sq metres,0.0,50.0,0.0,50.0,,Waroona Multipurpose Centre,1-E6-1408,0.0,0.0,No,1-EP-3215,Single room + no bathroom or ensuite,CHARLEVILLE
7783,N,1,0,D9,17.1 sq metres,0.0,50.0,0.0,50.0,,Waroona Multipurpose Centre,1-E6-1408,0.0,0.0,No,1-EP-3215,Single room + ensuite,CHARLEVILLE
7784,N,2,0,B8-B9,30.2 sq metres,0.0,50.0,0.0,50.0,,Waroona Multipurpose Centre,1-E6-1408,0.0,0.0,No,1-EP-3215,Shared room + no bathroom or ensuite,CHARLEVILLE
7785,N,1,0,B10,15.10 sq metres,0.0,50.0,0.0,50.0,,Waroona Multipurpose Centre,1-E6-1408,0.0,0.0,No,1-EP-3215,Single room + no bathroom or ensuite,CHARLEVILLE
7786,N,1,0,D10,14.5 sq metres,0.0,50.0,0.0,50.0,,Waroona Multipurpose Centre,1-E6-1408,0.0,0.0,No,1-EP-3215,Single room + ensuite,CHARLEVILLE
7787,N,1,0,B11,15.10 sq metres,0.0,50.0,0.0,50.0,,Waroona Multipurpose Centre,1-E6-1408,0.0,0.0,No,1-EP-3215,Single room + no bathroom or ensuite,CHARLEVILLE
7788,N,1,0,D11,14.5 sq metres,0.0,50.0,0.0,50.0,,Waroona Multipurpose Centre,1-E6-1408,0.0,0.0,No,1-EP-3215,Single room + ensuite,CHARLEVILLE
7789,N,2,0,B12-B13,30.2 sq metres,0.0,50.0,0.0,50.0,,Waroona Multipurpose Centre,1-E6-1408,0.0,0.0,No,1-EP-3215,Shared room + no bathroom or ensuite,CHARLEVILLE
7790,N,1,0,B14,15.10 sq metres,0.0,50.0,0.0,50.0,,Waroona Multipurpose Centre,1-E6-1408,0.0,0.0,No,1-EP-3215,Single room + no bathroom or ensuite,CHARLEVILLE
7791,N,1,0,D12,17.1 sq metres,0.0,50.0,0.0,50.0,,Waroona Multipurpose Centre,1-E6-1408,0.0,0.0,No,1-EP-3215,Single room + ensuite,CHARLEVILLE
7792,N,1,0,D1,14.5 sq metres,0.0,50.0,0.0,50.0,,Waroona Multipurpose Centre,1-E6-1408,0.0,0.0,No,1-EP-3215,Single room + ensuite,CHARLEVILLE
7793,N,1,0,C1,15.10 sq metres,0.0,50.0,0.0,50.0,,Waroona Multipurpose Centre,1-E6-1408,0.0,0.0,No,1-EP-3215,Single room + no bathroom or ensuite,CHARLEVILLE
7794,N,1,0,D2,14.5 sq metres,0.0,50.0,0.0,50.0,,Waroona Multipurpose Centre,1-E6-1408,0.0,0.0,No,1-EP-3215,Single room + ensuite,CHARLEVILLE
7795,N,2,0,C2-C3,30.2 sq metres,0.0,50.0,0.0,50.0,,Waroona Multipurpose Centre,1-E6-1408,0.0,0.0,No,1-EP-3215,Shared room + no bathroom or ensuite,CHARLEVILLE
7796,N,1,0,D13,14.5 sq metres,0.0,50.0,0.0,50.0,,Waroona Multipurpose Centre,1-E6-1408,0.0,0.0,No,1-EP-3215,Single room + ensuite,CHARLEVILLE
7797,N,2,0,C6-C7,30.2 sq metres,0.0,50.0,0.0,50.0,,Waroona Multipurpose Centre,1-E6-1408,0.0,0.0,No,1-EP-3215,Shared room + no bathroom or ensuite,CHARLEVILLE
7798,N,1,0,C8,15.10 sq metres,0.0,50.0,0.0,50.0,,Waroona Multipurpose Centre,1-E6-1408,0.0,0.0,No,1-EP-3215,Single room + no bathroom or ensuite,CHARLEVILLE
7799,N,2,0,C9 - C10,30.2 sq metres,0.0,50.0,0.0,50.0,,Waroona Multipurpose Centre,1-E6-1408,0.0,0.0,No,1-EP-3215,Shared room + no bathroom or ensuite,CHARLEVILLE
7800,N,1,0,C11,15.10 sq metres,0.0,50.0,0.0,50.0,,Waroona Multipurpose Centre,1-E6-1408,0.0,0.0,No,1-EP-3215,Single room + no bathroom or ensuite,CHARLEVILLE
7801,N,2,0,C12-13,30.2 sq metres,0.0,50.0,0.0,50.0,,Waroona Multipurpose Centre,1-E6-1408,0.0,0.0,No,1-EP-3215,Shared room + no bathroom or ensuite,CHARLEVILLE
7802,N,2,0,C14 -C15,30.2 sq metres,0.0,50.0,0.0,50.0,,Waroona Multipurpose Centre,1-E6-1408,0.0,0.0,No,1-EP-3215,Shared room + no bathroom or ensuite,CHARLEVILLE
7803,N,2,0,C16-17,30.2 sq metres,0.0,50.0,0.0,50.0,,Waroona Multipurpose Centre,1-E6-1408,0.0,0.0,No,1-EP-3215,Shared room + no bathroom or ensuite,CHARLEVILLE
7804,N,1,0,C5,15.10 sq metres,0.0,50.0,0.0,50.0,,Waroona Multipurpose Centre,1-E6-1408,0.0,0.0,No,1-EP-3215,Single room + no bathroom or ensuite,CHARLEVILLE
7805,N,1,0,C5,15.10 sq metres,0.0,50.0,0.0,50.0,,Warramunda Village Hostel,1-E6-863,0.0,0.0,No,1-EP-6158,Single room + no bathroom or ensuite,KYABRAM
7806,N,1,0,House 1 & 2,17.34,38.71,50.0,225000.0,50.0,,Warrawee Nursing Home,1-E6-1143,77.42,450000.0,No,1-EP-4174,Single room + ensuite,BENTLEIGH EAST
7807,N,1,0,House 4 & 5,17.34,43.02,50.0,250000.0,50.0,,Warrawee Nursing Home,1-E6-1143,86.03,500000.0,No,1-EP-4174,Single room + ensuite,BENTLEIGH EAST
7808,Y,1,0,House 6,26.65,47.32,50.0,275000.0,50.0,38.0,Warrawee Nursing Home,1-E6-1143,94.63,550000.0,No,1-EP-4174,Single room + ensuite,BENTLEIGH EAST
7809,N,1,0,House 7,12.3,30.11,50.0,175000.0,50.0,,Warrawee Nursing Home,1-E6-1143,60.22,350000.0,No,1-EP-4174,Single room + ensuite,BENTLEIGH EAST
7810,Y,1,4,Single Deluxe Extra Services,Average floor size 18m2 or more,64.52,50.0,375000.0,50.0,10.0,Warrigal Care Albion Park Rail,1-E6-215,129.04,750000.0,Yes,1-EP-324,Single room + ensuite,ALBION PARK RAIL
7811,Y,2,10,Shared Twin Extra Services,Average floor size - up to 18m2,28.39,50.0,165000.0,50.0,10.0,Warrigal Care Albion Park Rail,1-E6-215,56.78,330000.0,No,1-EP-324,Shared room + ensuite,ALBION PARK RAIL
7812,N,2,12,Shared Twin,Average floor size -18m2 or more,28.39,50.0,165000.0,50.0,,Warrigal Care Albion Park Rail,1-E6-215,56.78,330000.0,No,1-EP-324,Shared room + ensuite,ALBION PARK RAIL
7813,Y,1,16,Single Extra Services,Average floor size 16m2 or more,36.99,50.0,215000.0,50.0,10.0,Warrigal Care Albion Park Rail,1-E6-215,73.98,430000.0,No,1-EP-324,Single room + ensuite,ALBION PARK RAIL
7814,N,1,64,Single,Average floor size 14m2,36.99,50.0,215000.0,50.0,,Warrigal Care Albion Park Rail,1-E6-215,73.98,430000.0,No,1-EP-324,Single room + ensuite,ALBION PARK RAIL
7815,N,1,3,Single Deluxe,Average floor size 18m2 or more,64.52,50.0,375000.0,50.0,,Warrigal Care Albion Park Rail,1-E6-215,129.04,750000.0,Yes,1-EP-324,Single room + ensuite,ALBION PARK RAIL
7816,Y,2,1,Shared Twin Extra Services,Average floor size 20m2,23.66,50.0,137500.0,50.0,10.0,Warrigal Care Bundanoon,1-E6-439,47.32,275000.0,No,1-EP-6146,Shared room + ensuite,BUNDANOON
7817,Y,1,1,Single Deluxe Extra Services,Average floor size 18m2,64.52,50.0,375000.0,50.0,10.0,Warrigal Care Bundanoon,1-E6-439,129.04,750000.0,Yes,1-EP-6146,Single room + ensuite,BUNDANOON
7818,N,1,3,Single Superior,Average floor size 18m2,47.32,50.0,275000.0,50.0,,Warrigal Care Bundanoon,1-E6-439,94.63,550000.0,No,1-EP-6146,Single room + ensuite,BUNDANOON
7819,Y,1,3,Single Superior Extra Services,Average floor size 18m2,47.32,50.0,275000.0,50.0,10.0,Warrigal Care Bundanoon,1-E6-439,94.63,550000.0,No,1-EP-6146,Single room + ensuite,BUNDANOON
7820,N,1,41,Single,Average floor size 18m2,32.26,50.0,187500.0,50.0,,Warrigal Care Bundanoon,1-E6-439,64.52,375000.0,No,1-EP-6146,Single room + ensuite,BUNDANOON
7821,Y,1,21,Single Extra Services,Average floor size 18m2,32.26,50.0,187500.0,50.0,10.0,Warrigal Care Bundanoon,1-E6-439,64.52,375000.0,No,1-EP-6146,Single room + ensuite,BUNDANOON
7822,N,1,1,Single Deluxe,Average floor size 18m2,64.52,50.0,375000.0,50.0,,Warrigal Care Bundanoon,1-E6-439,129.04,750000.0,Yes,1-EP-6146,Single room + ensuite,BUNDANOON
7823,N,2,9,Shared Twin,Average floor size 20m2,23.66,50.0,137500.0,50.0,,Warrigal Care Bundanoon,1-E6-439,47.32,275000.0,No,1-EP-6146,Shared room + ensuite,BUNDANOON
7824,N,1,2,Single,Average floor size is 12m2,22.37,50.0,130000.0,50.0,,Warrigal Care Coniston,1-E6-532,44.73,260000.0,No,1-EP-3186,Single room + no bathroom or ensuite,CONISTON
7825,N,4,21,Shared,Average room size is up to 18m2,22.37,50.0,130000.0,50.0,,Warrigal Care Coniston,1-E6-532,44.73,260000.0,No,1-EP-3186,Shared room + no bathroom or ensuite,CONISTON
7826,N,2,26,Shared Twin,Average floor size 20m2,23.66,50.0,137500.0,50.0,,Warrigal Care Goulburn,1-E6-467,47.32,275000.0,No,1-EP-5158,Shared room + ensuite,GOULBURN
7827,Y,1,28,Single Extra Services,Average floor size 18m2 or more,34.41,50.0,200000.0,50.0,10.0,Warrigal Care Goulburn,1-E6-467,68.82,400000.0,No,1-EP-5158,Single room + ensuite,GOULBURN
7828,N,1,80,Single,Average floor size 20m2 or more,34.41,50.0,200000.0,50.0,,Warrigal Care Goulburn,1-E6-467,68.82,400000.0,No,1-EP-5158,Single room + ensuite,GOULBURN
7829,N,1,80,Single,Average floor size 20m2 or more,34.41,50.0,200000.0,50.0,,Warrigal Care Mt Warrigal,1-E6-136,68.82,400000.0,No,1-EP-96,Single room + ensuite,MOUNT WARRIGAL
7830,N,2,1,Single Room + Shared Ensuite,Average floor size 20m2,46.46,50.0,270000.0,50.0,,Warrigal Care Queanbeyan,1-E6-2001,92.91,540000.0,No,1-EP-358,Single room + shared bathroom,QUEANBEYAN
7831,N,1,44,Single,Average floor size 20m2,46.46,50.0,270000.0,50.0,,Warrigal Care Queanbeyan,1-E6-2001,92.91,540000.0,No,1-EP-358,Single room + ensuite,QUEANBEYAN
7832,N,1,8,Single,Average floor size is12m2,22.37,50.0,130000.0,50.0,,Warrigal Care Warilla,1-E6-503,44.73,260000.0,No,1-EP-3187,Single room + no bathroom or ensuite,WARILLA
7833,N,4,28,Shared,Average floor size is up to 20m2,22.37,50.0,130000.0,50.0,,Warrigal Care Warilla,1-E6-503,44.73,260000.0,No,1-EP-3187,Shared room + no bathroom or ensuite,WARILLA
7834,N,4,28,Shared,Average floor size is up to 20m2,22.37,50.0,130000.0,50.0,,Warrina Court Hostel,1-E6-1586,44.73,260000.0,No,1-EP-1100,Shared room + no bathroom or ensuite,CAMPBELLTOWN
7835,N,4,28,Shared,Average floor size is up to 20m2,22.37,50.0,130000.0,50.0,,Warrina Hostel,1-E6-861,44.73,260000.0,No,1-EP-5193,Shared room + no bathroom or ensuite,YARRAWONGA
7836,N,1,20,Special Care Unit,16m2-22m2,34.41,50.0,200000.0,50.0,0.0,Warrina Innisfail,1-AWLA4C,68.82,400000.0,,1-B06PBA,Single room + ensuite,GOONDI HILL
7837,N,1,32,Flexi Care Unit,16m2-22m2,34.41,50.0,200000.0,50.0,0.0,Warrina Innisfail,1-AWLA4C,68.82,400000.0,,1-B06PBA,Single room + ensuite,GOONDI HILL
7838,N,2,18,Nursing Home Unit,27m2,25.81,50.0,150000.0,50.0,0.0,Warrina Innisfail,1-AWLA4C,51.62,300000.0,,1-B06PBA,Shared room + shared bathroom,GOONDI HILL
7839,N,1,62,Hostel Unit,14m2,21.51,50.0,125000.0,50.0,0.0,Warrina Innisfail,1-AWLA4C,43.01,250000.0,,1-B06PBA,Single room + ensuite,GOONDI HILL
7840,N,1,20,Special Care Unit,16m2-22m2,34.41,50.0,200000.0,50.0,0.0,Warrina Innisfail,1-AWLA4C,68.82,400000.0,,1-B06PBA,Single room + ensuite,GOONDI HILL
7841,N,1,32,Flexi Care Unit,16m2-22m2,34.41,50.0,200000.0,50.0,0.0,Warrina Innisfail,1-AWLA4C,68.82,400000.0,,1-B06PBA,Single room + ensuite,GOONDI HILL
7842,N,2,18,Nursing Home Unit,27m2,25.81,50.0,150000.0,50.0,0.0,Warrina Innisfail,1-AWLA4C,51.62,300000.0,,1-B06PBA,Shared room + shared bathroom,GOONDI HILL
7843,N,1,62,Hostel Unit,14m2,21.51,50.0,125000.0,50.0,0.0,Warrina Innisfail,1-AWLA4C,43.01,250000.0,,1-B06PBA,Single room + ensuite,GOONDI HILL
7844,N,1,62,Hostel Unit,14m2,21.51,50.0,125000.0,50.0,0.0,Warrina Innisfail Villanova Centre,1-E6-1373,43.01,250000.0,,1-EP-724,Single room + ensuite,INNISFAIL
7845,N,1,62,Hostel Unit,14m2,21.51,50.0,125000.0,50.0,0.0,Warrina Park Hostel,1-E6-1626,43.01,250000.0,,1-EP-5172,Single room + ensuite,PARADISE
7846,N,1,109,A - Standard Rooms,18.9m2 (incl ensuite),49.04,50.0,285000.0,50.0,0.0,Warrina Village Hostel,1-E6-44,98.07,570000.0,Yes,1-EP-4165,Single room + ensuite,CASTLE HILL
7847,N,1,20,B - Larger Standard Rooms,24.1 m2 (incl ensuite),50.76,50.0,295000.0,50.0,0.0,Warrina Village Hostel,1-E6-44,101.51,590000.0,Yes,1-EP-4165,Single room + ensuite,CASTLE HILL
7848,N,1,20,B - Larger Standard Rooms,24.1 m2 (incl ensuite),50.76,50.0,295000.0,50.0,0.0,Water Gardens,1-E6-2443,101.51,590000.0,Yes,1-EP-5127,Single room + ensuite,SYDENHAM
7849,N,3,0,Shared,24.64,20.22,50.0,117500.0,50.0,,Waterview Aged Care Facility,1-E6-470,40.43,235000.0,No,1-EP-854,Shared room + no bathroom or ensuite,TERALBA
7850,Y,1,0,Tier W1,20.65,23.66,50.0,137500.0,50.0,13.0,Waterview Aged Care Facility,1-E6-470,47.32,275000.0,No,1-EP-854,Single room + ensuite,TERALBA
7851,N,2,0,Tier W2,22.43,30.11,50.0,175000.0,50.0,,Waterview Aged Care Facility,1-E6-470,60.22,350000.0,No,1-EP-854,Single room + ensuite,TERALBA
7852,Y,1,0,Tier W5,21.71,25.81,50.0,150000.0,50.0,13.0,Waterview Aged Care Facility,1-E6-470,51.62,300000.0,No,1-EP-854,Single room + ensuite,TERALBA
7853,Y,1,0,Tier W3,25.17,23.66,50.0,137500.0,50.0,13.0,Waterview Aged Care Facility,1-E6-470,47.32,275000.0,No,1-EP-854,Single room + ensuite,TERALBA
7854,N,2,0,Tier W4,22.73,30.11,50.0,175000.0,50.0,,Waterview Aged Care Facility,1-E6-470,60.22,350000.0,No,1-EP-854,Single room + ensuite,TERALBA
7855,N,1,0,Type 2,15.6,33.98,50.0,197500.0,50.0,,Wattle Hill Lodge,1-E6-1765,67.96,395000.0,Pending Approval,1-EP-2267,Single room + ensuite,BUNBURY
7856,N,1,0,Type 3,9.5<br/>,33.98,50.0,197500.0,50.0,,Wattle Hill Lodge,1-E6-1765,67.96,395000.0,Pending Approval,1-EP-2267,Single room + ensuite,BUNBURY
7857,N,1,0,Type 1,9.5,25.38,50.0,147500.0,50.0,,Wattle Hill Lodge,1-E6-1765,50.76,295000.0,Pending Approval,1-EP-2267,Single room + ensuite,BUNBURY
7858,Y,1,0,Premium,15,35.53,50.0,206500.0,50.0,60.0,Waverley Valley Aged Care,1-E6-1020,71.06,413000.0,Pending Approval,1-EP-5106,Single room + ensuite,GLEN WAVERLEY
7859,N,1,0,Standard - Courtyard,15,32.69,50.0,190000.0,50.0,,Waverley Valley Aged Care,1-E6-1020,65.38,380000.0,Pending Approval,1-EP-5106,Single room + ensuite,GLEN WAVERLEY
7860,Y,1,0,Premium Suite,24,38.63,50.0,224500.0,50.0,60.0,Waverley Valley Aged Care,1-E6-1020,77.25,449000.0,Pending Approval,1-EP-5106,Single room + ensuite,GLEN WAVERLEY
7861,N,2,0,Standard - Double,24,23.66,50.0,137500.0,50.0,,Waverley Valley Aged Care,1-E6-1020,47.32,275000.0,No,1-EP-5106,Shared room + ensuite,GLEN WAVERLEY
7862,N,1,0,Standard - Shared Ensuite,15,24.52,50.0,142500.0,50.0,,Waverley Valley Aged Care,1-E6-1020,49.04,285000.0,No,1-EP-5106,Single room + shared bathroom,GLEN WAVERLEY
7863,Y,1,0,Premium Courtyard,14.5,35.53,50.0,206500.0,50.0,60.0,Waverley Valley Aged Care,1-E6-1020,71.06,413000.0,Pending Approval,1-EP-5106,Single room + ensuite,GLEN WAVERLEY
7864,Y,2,0,Premium Double,24,35.53,50.0,206500.0,50.0,45.0,Waverley Valley Aged Care,1-E6-1020,71.06,413000.0,Pending Approval,1-EP-5106,Shared room + ensuite,GLEN WAVERLEY
7865,N,1,0,Standard,15,25.38,50.0,147500.0,50.0,,Waverley Valley Aged Care,1-E6-1020,50.76,295000.0,No,1-EP-5106,Single room + ensuite,GLEN WAVERLEY
7866,N,1,0,Single Room,18,30.11,50.0,175000.0,50.0,,Wearne Home,1-E6-2108,60.22,350000.0,No,1-EP-4287,Single room + ensuite,DUDLEY PARK
7867,N,2,0,Shared Room,21,20.65,50.0,120000.0,50.0,,Wearne Home,1-E6-2108,41.29,240000.0,No,1-EP-4287,Shared room + shared bathroom,DUDLEY PARK
7868,Y,1,0,Cove - Room 4 and 6 - sole occupancy,28,61.08,50.0,355000.0,50.0,25.0,Wearne Hostel,1-E6-1778,122.16,710000.0,Yes,1-EP-2205,Single room + ensuite,COTTESLOE
7869,Y,1,0,Cove - Room 8 and 27 - sole occupancy,38 - 40,77.43,50.0,450000.0,50.0,25.0,Wearne Hostel,1-E6-1778,154.85,900000.0,Yes,1-EP-2205,Single room + ensuite,COTTESLOE
7870,Y,1,0,Cove - Room 28 and 29 - sole occupancy,33,66.24,50.0,385000.0,50.0,25.0,Wearne Hostel,1-E6-1778,132.48,770000.0,Yes,1-EP-2205,Single room + ensuite,COTTESLOE
7871,Y,1,0,Cove - Room 30 - sole occupancy,28,59.36,50.0,345000.0,50.0,25.0,Wearne Hostel,1-E6-1778,118.72,690000.0,Yes,1-EP-2205,Single room + ensuite,COTTESLOE
7872,Y,1,0,"Cove - standard, rooms 1-3, 13, 14, 21, 25",23,55.92,50.0,325000.0,50.0,30.0,Wearne Hostel,1-E6-1778,111.84,650000.0,Yes,1-EP-2205,Single room + ensuite,COTTESLOE
7873,Y,1,0,"Cove - standard, ocean view -7,9,10,12,20,22,24,26",23,59.36,50.0,345000.0,50.0,30.0,Wearne Hostel,1-E6-1778,118.72,690000.0,Yes,1-EP-2205,Single room + ensuite,COTTESLOE
7874,Y,1,0,"Cove - standard, courtyard access - 5,11,15-19,23",23,57.64,50.0,335000.0,50.0,30.0,Wearne Hostel,1-E6-1778,115.28,670000.0,Yes,1-EP-2205,Single room + ensuite,COTTESLOE
7875,Y,2,0,Cove - Room 8 and 27 - shared,38 - 40m2,38.71,50.0,225000.0,50.0,25.0,Wearne Hostel,1-E6-1778,77.42,450000.0,No,1-EP-2205,Shared room + shared bathroom,COTTESLOE
7876,Y,2,0,Cove - Room 4 and 6 - shared,28,30.54,50.0,177500.0,50.0,25.0,Wearne Hostel,1-E6-1778,61.08,355000.0,No,1-EP-2205,Shared room + shared bathroom,COTTESLOE
7877,Y,2,0,Cove - Room 30 - shared,28m2,29.68,50.0,172500.0,50.0,25.0,Wearne Hostel,1-E6-1778,59.36,345000.0,No,1-EP-2205,Shared room + shared bathroom,COTTESLOE
7878,Y,2,0,Cove - Room 28 and 29 - shared,33m2,33.12,50.0,192500.0,50.0,25.0,Wearne Hostel,1-E6-1778,66.24,385000.0,No,1-EP-2205,Shared room + shared bathroom,COTTESLOE
7879,N,1,0,"Seascapes - standard ocean view - room 9-11, 16-22",15.75 - 16.25m2,37.85,50.0,220000.0,50.0,,Wearne Hostel,1-E6-1778,75.7,440000.0,No,1-EP-2205,Single room + ensuite,COTTESLOE
7880,N,1,0,"Seascapes - standard rooms 1-6, 12, 14, 15, 23-50",15.25 - 18m2,34.41,50.0,200000.0,50.0,,Wearne Hostel,1-E6-1778,68.82,400000.0,No,1-EP-2205,Single room + ensuite,COTTESLOE
7881,N,1,0,"Seascapes - large ocean view - room 7, 8",21 - 22m2,39.58,50.0,230000.0,50.0,,Wearne Hostel,1-E6-1778,79.15,460000.0,No,1-EP-2205,Single room + ensuite,COTTESLOE
7882,N,1,10,Delux,17.6m2 to 20.3m2,46.89,50.0,272500.0,50.0,,Weary Dunlop Retirement Village,1-E6-2488,93.77,545000.0,No,1-EP-1985,Single room + ensuite,WHEELERS HILL
7883,N,1,24,Private,range from 15.3m2 to 18.1m2,30.11,50.0,175000.0,50.0,,Weary Dunlop Retirement Village,1-E6-2488,60.22,350000.0,No,1-EP-1985,Single room + ensuite,WHEELERS HILL
7884,N,1,46,Superior,15.3m2 to 18.7m2,38.71,50.0,225000.0,50.0,,Weary Dunlop Retirement Village,1-E6-2488,77.42,450000.0,No,1-EP-1985,Single room + ensuite,WHEELERS HILL
7885,N,1,0,CATEGORY,11.7sqm approx,30.11,50.0,175000.0,50.0,,Weeroona Aged Care Plus Centre,1-E6-21,60.22,350000.0,No,1-EP-4300,Single room + ensuite,BASS HILL
7886,N,1,0,CATEGORY 2,Minimum 11.7sqm approx,25.81,50.0,150000.0,50.0,,Weeroona Aged Care Plus Centre,1-E6-21,51.62,300000.0,No,1-EP-4300,Single room + ensuite,BASS HILL
7887,N,1,0,CATEGORY 3,11.7sqm approx,21.51,50.0,125000.0,50.0,,Weeroona Aged Care Plus Centre,1-E6-21,43.01,250000.0,No,1-EP-4300,Single room + ensuite,BASS HILL
7888,N,1,32,Superior Room - with Shared Ensuite,15,30.11,50.0,175000.0,50.0,,Wellington Park Private Care,1-E6-1427,60.22,350000.0,No,1-EP-4074,Single room + shared bathroom,WELLINGTON POINT
7889,N,1,14,Premium Room - Private Room with Ensuite,18,47.32,50.0,275000.0,50.0,,Wellington Park Private Care,1-E6-1427,94.63,550000.0,No,1-EP-4074,Single room + ensuite,WELLINGTON POINT
7890,N,1,48,Deluxe Room - Private Room with Ensuite,15 to 18,38.71,50.0,225000.0,50.0,,Wellington Park Private Care,1-E6-1427,77.42,450000.0,No,1-EP-4074,Single room + shared bathroom,WELLINGTON POINT
7891,N,1,48,Deluxe Room - Private Room with Ensuite,15 to 18,38.71,50.0,225000.0,50.0,,Wenonah Lodge,1-E6-202,77.42,450000.0,No,1-EP-1190,Single room + shared bathroom,GULGONG
7892,N,4,1,Shared room (4) + shared bath,Approximately 34m2,25.81,50.0,150000.0,50.0,0.0,Wesley Heights,1-E6-575,51.62,300000.0,No,1-EP-2469,Shared room + no bathroom or ensuite,MANLY
7893,N,1,1,Single room + shared bathroom,Approximately 12m2,25.81,50.0,150000.0,50.0,0.0,Wesley Heights,1-E6-575,51.62,300000.0,No,1-EP-2469,Single room + no bathroom or ensuite,MANLY
7894,N,2,1,Double room + shared bathroom,Approximately 29m2,25.81,50.0,150000.0,50.0,0.0,Wesley Heights,1-E6-575,51.62,300000.0,No,1-EP-2469,Shared room + shared bathroom,MANLY
7895,N,4,1,Shared room (4) + shared bath,Approximately 34m2,25.81,50.0,150000.0,50.0,0.0,Wesley Heights Nursing Home,1-E6-575,51.62,300000.0,No,1-EP-2469,Shared room + no bathroom or ensuite,MANLY
7896,N,1,1,Single room + shared bathroom,Approximately 12m2,25.81,50.0,150000.0,50.0,0.0,Wesley Heights Nursing Home,1-E6-575,51.62,300000.0,No,1-EP-2469,Single room + no bathroom or ensuite,MANLY
7897,N,2,1,Double room + shared bathroom,Approximately 29m2,25.81,50.0,150000.0,50.0,0.0,Wesley Heights Nursing Home,1-E6-575,51.62,300000.0,No,1-EP-2469,Shared room + shared bathroom,MANLY
7898,N,1,0,Jervois Floor,14.08m2 - 19.77m2,43.02,50.0,250000.0,50.0,,Wesley House Hostel,1-E6-1565,86.03,500000.0,No,1-EP-3987,Single room + ensuite,SEMAPHORE PARK
7899,N,1,0,Semaphore Floor,14.08m2 - 19.77m2,43.02,50.0,250000.0,50.0,,Wesley House Hostel,1-E6-1565,86.03,500000.0,No,1-EP-3987,Single room + ensuite,SEMAPHORE PARK
7900,N,1,35,Ground Floor,Approximately 19m2,47.32,50.0,275000.0,50.0,0.0,Wesley Rayward,1-E6-2437,94.63,550000.0,No,1-EP-3735,Single room + ensuite,CARLINGFORD
7901,N,1,24,Level 1 External Outlook,Approximately 19m2,64.52,50.0,375000.0,50.0,0.0,Wesley Rayward,1-E6-2437,129.04,750000.0,Yes,1-EP-3735,Single room + ensuite,CARLINGFORD
7902,N,1,15,Level 1 Central Courtyard,Approximately 19m2,73.13,50.0,425000.0,50.0,0.0,Wesley Rayward,1-E6-2437,146.25,850000.0,Yes,1-EP-3735,Single room + ensuite,CARLINGFORD
7903,N,1,19,One Bedroom suite with ensuite,Approximately 36.2m2 to 54.1m2,47.32,50.0,275000.0,50.0,0.0,Wesley Taylor,1-E6-99,94.63,550000.0,No,1-EP-394,Single room + ensuite,NARRABEEN
7904,N,1,55,Bedsitter with ensuite,Approximately 19.6m2 to 26.6m2,38.71,50.0,225000.0,50.0,0.0,Wesley Taylor,1-E6-99,77.42,450000.0,No,1-EP-394,Single room + ensuite,NARRABEEN
7905,N,1,19,Bedsitter with shared ensuite,Approximately 11.3m2 - 12.1m2,30.11,50.0,175000.0,50.0,0.0,Wesley Vickery,1-E6-122,60.22,350000.0,Pending Approval,1-EP-3489,Single room + shared bathroom,SYLVANIA
7906,N,1,40,Bedsitter with private ensuite,Approximately 11.3m2 - 12.1m2,34.41,50.0,200000.0,50.0,0.0,Wesley Vickery,1-E6-122,68.82,400000.0,No,1-EP-3489,Single room + ensuite,SYLVANIA
7907,N,1,10,Large bedroom with ensuite,Approximately 16.3m2,47.32,50.0,275000.0,50.0,0.0,Wesley Vickery,1-E6-122,94.63,550000.0,No,1-EP-3489,Single room + ensuite,SYLVANIA
